Local time in New York / La Guardia (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.05.2018 05:00,11.1,768.8,769.8,-1.1,77,Wind blowing from the east-northeast,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,7.2,0.3,3,,,,
19.05.2018 02:00,12.2,769.9,770.9,-0.5,57,Wind blowing from the north-east,7,,,100%., ,,,12.2,19.4,,,600-1000,,,16,3.9,,,,,,
18.05.2018 23:00,13.9,770.4,771.4,0.5,41,Wind blowing from the east-northeast,5,,,100%., ,,,,,,,1000-1500,,,16,0.6,,,,,,
18.05.2018 20:00,16.1,769.9,770.7,1.3,39,Wind blowing from the north-east,5,,,100%., ,,,16.1,18.9,,,1000-1500,,,16,2.2,,,,,,
18.05.2018 17:00,17.8,768.6,769.6,-0.5,40,Wind blowing from the north-east,6,,,100%., ,,,,,,,1000-1500,,,16,3.9,,,,,,
18.05.2018 14:00,17.8,769.1,770.2,0.7,43,Wind blowing from the east-northeast,8,,,100%., ,,,16.7,19.4,,,1000-1500,,,16,5,,,,,,
18.05.2018 11:00,17.8,768.4,769.2,1.8,45,Wind blowing from the east-northeast,8,,,100%., ,,,,,,,600-1000,,,16,5.6,,,,,,
18.05.2018 08:00,17.8,766.6,767.5,2.6,63,Wind blowing from the north-east,6,,,100%., ,,,16.1,22.8,,,600-1000,,,16,10.6,,,,,,
18.05.2018 05:00,17.2,764,765.1,0.7,90,Wind blowing from the east-northeast,2,,,100%.,Mist. ,,,,,,,300-600,,,9,15.6,,,,,,
18.05.2018 02:00,18.3,763.3,764.3,0.3,87,Wind blowing from the south,2,,,100%., ,,,12.8,21.1,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
17.05.2018 23:00,20,763,763.9,1,81,"Calm, no wind",0,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,16.7,,,,,,
17.05.2018 20:00,21.1,762,762.9,0.5,76,Wind blowing from the south,3,,,100%., ,,,12.8,22.8,,,600-1000,,,14,16.7,,,,,,
17.05.2018 17:00,22.2,761.5,762.4,-0.3,71,Wind blowing from the north-east,3,,,100%., ,,,,,,,300-600,,,16,16.7,,,,,,
17.05.2018 14:00,18.3,761.8,762.8,0.3,81,Wind blowing from the north-northeast,2,,,100%., ,,,13.3,18.3,,,300-600,,,12,15,0.5,6,,,,
17.05.2018 11:00,15.6,761.5,762.4,0.6,86,Wind blowing from the north-east,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,8,13.3,0.5,3,,,,
17.05.2018 08:00,13.3,760.9,762,0.7,97,Wind blowing from the north-east,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,12.8,,,,100-200,,,4.8,12.8,5,6,,,,
17.05.2018 05:00,12.8,760.2,761.2,-1.3,96,Wind blowing from the north-east,3,,,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,50-100,,,0.2,12.2,0.3,3,,,,
17.05.2018 02:00,12.8,761.5,762.4,-0.7,96,Wind blowing from the north-east,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,12.8,18.3,,,50-100,,,0.2,12.2,1,6,,,,
16.05.2018 23:00,13.3,762.2,763.3,-0.8,93,Wind blowing from the north-east,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,50-100,,,0.8,12.2,0.5,3,,,,
16.05.2018 20:00,13.3,763,763.9,-0.3,97,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,13.3,17.8,,,100-200,,,3.2,12.8,7,6,,,,
16.05.2018 17:00,16.1,763.3,764.2,-0.5,87,Wind blowing from the east,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,9,13.9,4,3,,,,
16.05.2018 14:00,15,763.8,764.8,-0.2,90,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,15,18.3,,,200-300,,,4,13.3,3,6,,,,
16.05.2018 11:00,16.7,764,764.8,0.7,80,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,16,13.3,Trace of precipitation,3,,,,
16.05.2018 08:00,17.2,763.3,764.1,1.5,78,Wind blowing from the north-east,3,,,100%., ,,,16.1,,,,1000-1500,,,16,13.3,Trace of precipitation,6,,,,
16.05.2018 05:00,17.2,761.8,762.6,0.9,78,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1500-2000,,,16,13.3,,,,,,
16.05.2018 02:00,17.2,760.9,762.1,0.7,81,Wind blowing from the north-east,3,,,100%., ,,,15.6,21.1,,,1500-2000,,,16,13.9,0.3,6,,,,
15.05.2018 23:00,20,760.2,761.2,2.8,84,Wind blowing from the north,3,,,100%., ,,,,,,,300-600,,,16,17.2,0.3,3,,,,
15.05.2018 20:00,20,757.4,758.4,3.3,87,,2,,,100%., ,,,15.6,33.3,,,1000-1500,,,16,17.8,11,6,,,,
15.05.2018 17:00,32.2,754.1,755.2,-1.3,44,Wind blowing from the south-west,10,13,,50%., ,,,,,,,1000-1500,,,16,18.3,,,,,,
15.05.2018 14:00,29.4,755.4,756.4,-2.2,50,Wind blowing from the south-southeast,7,,,20–30%., ,,,16.1,30,,,1500-2000,,,16,17.8,,,,,,
15.05.2018 11:00,23.9,757.6,758.7,-0.6,64,Wind blowing from the south,5,,,20–30%., ,,,,,,,1000-1500,,,11,16.7,,,,,,
15.05.2018 08:00,18.3,758.2,759.2,0.3,90,Wind blowing from the south,2,,,50%.,Mist. ,,,15,21.7,,,100-200,,,2.4,16.7,,,,,,
15.05.2018 05:00,16.1,757.9,758.8,-1,93,Wind blowing from the south,4,,,100%.,Mist. ,,,,,,,50-100,,,0.8,15,,,,,,
15.05.2018 02:00,15.6,758.9,759.9,-0.5,90,Wind blowing from the south,3,,,100%., ,,,11.1,17.8,,,300-600,,,16,13.9,,,,,,
14.05.2018 23:00,15,759.4,760.3,0,90,Wind blowing from the south,4,,,100%.,Mist. ,,,,,,,100-200,,,3.2,13.3,,,,,,
14.05.2018 20:00,16.1,759.4,760.4,0,81,Wind blowing from the south,6,,,100%., ,,,11.1,21.7,,,"2500 or more, or no clouds.",,,16,12.8,,,,,,
14.05.2018 17:00,20.6,759.4,760.4,-1.5,63,Wind blowing from the south,5,9,,70 – 80%., ,,,,,,,1000-1500,,,16,13.3,,,,,,
14.05.2018 14:00,18.9,760.9,762,-0.6,65,,2,,,50%., ,,,11.1,19.4,,,600-1000,,,16,12.2,,,,,,
14.05.2018 11:00,16.1,761.5,762.4,-0.3,75,Wind blowing from the north-northeast,2,,,70 – 80%.,Haze. ,,,,,,,300-600,,,9,11.7,,,,,,
14.05.2018 08:00,12.8,761.8,762.6,0.9,87,Wind blowing from the south,2,,,100%., ,,,11.1,13.3,,,200-300,,,11,10.6,0.5,6,,,,
14.05.2018 05:00,11.7,760.9,762.1,-0.9,93,Wind blowing from the east-northeast,2,,,100%.,Mist. ,,,,,,,200-300,,,8,10.6,0.5,3,,,,
14.05.2018 02:00,11.7,761.8,762.7,-1.5,86,"Calm, no wind",0,,,100%., ,,,11.7,12.8,,,200-300,,,16,9.4,Trace of precipitation,6,,,,
13.05.2018 23:00,11.7,763.3,764.2,-0.2,86,Wind blowing from the south-east,2,,,100%., ,,,,,,,300-600,,,16,9.4,Trace of precipitation,3,,,,
13.05.2018 20:00,12.8,763.5,764.5,-0.3,77,Wind blowing from the south-east,4,,,100%., ,,,11.1,13.3,,,300-600,,,16,8.9,0.5,6,,,,
13.05.2018 17:00,12.8,763.8,764.8,-1.3,83,Wind blowing from the east-southeast,4,,,100%., ,,,,,,,300-600,,,16,10,0.5,3,,,,
13.05.2018 14:00,11.7,765.1,766,-0.4,89,Wind blowing from the east-northeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,11.1,12.8,,,300-600,,,9,10,2,6,,,,
13.05.2018 11:00,12.2,765.5,766.6,0.7,77,Wind blowing from the north-east,5,,,100%., ,,,,,,,300-600,,,16,8.3,,,,,,
13.05.2018 08:00,11.7,764.8,765.8,0.8,83,Wind blowing from the east-northeast,5,,,100%., ,,,11.7,,,,300-600,,,16,8.9,,,,,,
13.05.2018 05:00,11.7,764,764.9,0,86,Wind blowing from the north-east,2,,,100%., ,,,,,,,300-600,,,16,9.4,,,,,,
13.05.2018 02:00,11.7,764,764.9,0.5,86,Wind blowing from the north-northeast,2,,,100%., ,,,11.7,17.2,,,300-600,,,16,9.4,Trace of precipitation,6,,,,
12.05.2018 23:00,11.7,763.5,764.5,1.3,89,Wind blowing from the north-east,4,,,100%., ,,,,,,,200-300,,,16,10,Trace of precipitation,3,,,,
12.05.2018 20:00,12.8,762.2,763.3,0,90,Wind blowing from the east-northeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,12.2,15,,,200-300,,,16,11.1,1,6,,,,
12.05.2018 17:00,13.9,762.2,763.1,-0.5,81,Wind blowing from the north-northeast,6,,,100%., ,,,,,,,600-1000,,,16,10.6,,,,,,
12.05.2018 14:00,14.4,762.7,763.8,-1.3,81,Wind blowing from the east,4,,,100%., ,,,12.2,17.2,,,300-600,,,16,11.1,3,6,,,,
12.05.2018 11:00,12.8,764,765.1,-1.1,83,Wind blowing from the south-east,5,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,300-600,,,4,10,2,3,,,,
12.05.2018 08:00,12.2,765.1,766,0.3,72,Wind blowing from the east,5,,,100%., ,,,12.2,,,,1000-1500,,,16,7.2,2,6,,,,
12.05.2018 05:00,14.4,764.8,765.7,0.8,65,Wind blowing from the north,2,,,100%., ,,,,,,,1500-2000,,,16,7.8,0.3,3,,,,
12.05.2018 02:00,17.2,764,764.9,0.5,41,Wind blowing from the east-northeast,3,,,100%., ,,,15.6,20.6,,,2000-2500,,,16,3.9,Trace of precipitation,6,,,,
11.05.2018 23:00,18.9,763.5,764.5,1.3,32,Wind blowing from the north-northwest,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.7,,,,,,
11.05.2018 20:00,20,762.2,763.3,1,30,Wind blowing from the north-west,4,,,70 – 80%., ,,,15.6,22.8,,,"2500 or more, or no clouds.",,,16,1.7,,,,,,
11.05.2018 17:00,22.2,761.2,762.3,0,25,Wind blowing from the west-northwest,5,,,70 – 80%., ,,,,,,,2000-2500,,,16,1.1,,,,,,
11.05.2018 14:00,20.6,761.2,762.2,0.3,23,Wind blowing from the west-northwest,4,,,70 – 80%., ,,,15,20.6,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
11.05.2018 11:00,18.3,760.9,762,1.2,34,Wind blowing from the north-west,6,,,50%., ,,,,,,,2000-2500,,,16,2.2,,,,,,
11.05.2018 08:00,17.2,759.7,760.6,2.1,48,Wind blowing from the north-west,8,14,,20–30%., ,,,15.6,18.9,,,200-300,,,16,6.1,,,,,,
11.05.2018 05:00,16.1,757.6,758.6,0.9,78,Wind blowing from the north-west,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,12.2,,,,,,
11.05.2018 02:00,16.1,756.7,757.6,0,90,"Calm, no wind",0,,,20–30%., ,,,13.3,18.9,,,"2500 or more, or no clouds.",,,16,14.4,5,6,,,,
10.05.2018 23:00,18.3,756.7,757.6,1.1,78,"Calm, no wind",0,,,100%., ,,,,,,,1000-1500,,,16,14.4,5,3,,,,
10.05.2018 20:00,17.2,755.6,756.7,-0.5,73,Wind blowing from the south-east,4,,,70 – 80%., ,,,13.3,18.9,,,600-1000,,,16,12.2,,,,,,
10.05.2018 17:00,17.2,756.1,757.1,-2.6,68,Wind blowing from the south,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
10.05.2018 14:00,15,758.7,759.6,-1.5,81,Wind blowing from the south-southeast,7,,,70 – 80%., ,,,13.9,16.7,,,300-600,,,16,11.7,Trace of precipitation,6,,,,
10.05.2018 11:00,16.7,760.2,761.2,-1.8,70,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,300-600,,,16,11.1,,,,,,
10.05.2018 08:00,14.4,762,762.9,-0.2,81,Wind blowing from the south,2,,,100%., ,,,,,,,300-600,,,16,11.1,,,,,,
10.05.2018 05:00,13.9,762.2,763.2,,83,Wind blowing from the west-southwest,2,,,100%., ,,,,,,,300-600,,,16,11.1,,,,,,
09.05.2018 23:00,14.4,763.5,764.6,0.5,78,Wind blowing from the south-southeast,3,,,50%., ,,,,,,,300-600,,,16,10.6,,,,,,
09.05.2018 20:00,18.3,763,764,-0.5,42,Wind blowing from the south-southeast,4,,,70 – 80%., ,,,12.2,23.3,,,"2500 or more, or no clouds.",,,16,5,,,,,,
09.05.2018 17:00,22.2,763.5,764.5,-1.3,38,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,1500-2000,,,16,7.2,,,,,,
09.05.2018 14:00,20,764.8,765.7,0.3,53,Wind blowing from the south,5,10,,70 – 80%., ,,,15,23.3,,,1500-2000,,,16,10,,,,,,
09.05.2018 11:00,21.1,764.5,765.6,-1,42,Wind blowing from the north-east,3,,,20–30%., ,,,,,,,1500-2000,,,16,7.8,,,,,,
09.05.2018 08:00,15.6,765.5,766.5,0,67,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,16,9.4,,,,,,
09.05.2018 05:00,12.2,765.5,766.5,,80,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,16,8.9,,,,,,
08.05.2018 23:00,15,766,766.9,0,69,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,16,9.4,,,,,,
08.05.2018 20:00,17.2,766,767,0,58,Wind blowing from the south,4,,,50%., ,,,12.2,22.2,,,"2500 or more, or no clouds.",,,16,8.9,,,,,,
08.05.2018 17:00,20,766,767,-0.8,51,Wind blowing from the south,4,,,50%., ,,,,,,,1500-2000,,,16,9.4,,,,,,
08.05.2018 14:00,21.7,766.8,767.9,-1,49,Wind blowing from the south,4,,,20–30%., ,,,13.9,21.7,,,1000-1500,,,16,10.6,,,,,,
08.05.2018 11:00,17.8,767.8,768.8,-0.3,58,Wind blowing from the north-east,4,,,20–30%., ,,,,,,,1000-1500,,,16,9.4,,,,,,
08.05.2018 08:00,13.9,768.1,769,1.5,74,Wind blowing from the north-east,3,,,20–30%., ,,,12.2,23.9,,,1500-2000,,,16,9.4,,,,,,
08.05.2018 05:00,12.8,766.6,767.5,0.3,72,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16,7.8,,,,,,
08.05.2018 02:00,13.3,766.3,767.3,0.5,70,Wind blowing from the east,2,,,no clouds, ,,,13.3,18.3,,,,,,16,7.8,,,,,,
07.05.2018 23:00,15,765.8,766.9,1.6,69,Wind blowing from the east-southeast,4,,,20–30%., ,,,,,,,1500-2000,,,16,9.4,,,,,,
07.05.2018 20:00,18.3,764.2,765.1,1.5,59,Wind blowing from the south,4,,,100%., ,,,13.3,23.9,,,2000-2500,,,16,10,,,,,,
07.05.2018 17:00,20.6,762.7,763.8,0.2,51,Wind blowing from the south,6,,,70 – 80%., ,,,,,,,2000-2500,,,16,10,,,,,,
07.05.2018 14:00,22.2,762.5,763.4,-0.2,43,Wind blowing from the east-northeast,3,,,20–30%., ,,,13.9,22.2,,,1500-2000,,,16,8.9,,,,,,
07.05.2018 11:00,18.9,762.7,763.7,0.7,52,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.9,,,,,,
07.05.2018 08:00,15,762,762.8,1.8,75,Wind blowing from the north,3,,,70 – 80%., ,,,12.2,,,,2000-2500,,,16,10.6,,,,,,
07.05.2018 05:00,13.9,760.2,761.2,1,78,Wind blowing from the north,2,,,70 – 80%., ,,,,,,,1500-2000,,,16,10,,,,,,
07.05.2018 02:00,14.4,759.2,760.3,0.5,78,Wind blowing from the north,3,,,100%., ,,,12.2,17.8,,,1500-2000,,,16,10.6,Trace of precipitation,6,,,,
06.05.2018 23:00,13.3,758.7,759.7,0.5,84,Wind blowing from the west-southwest,2,,,100%., ,,,,,,,1500-2000,,,16,10.6,Trace of precipitation,3,,,,
06.05.2018 20:00,13.9,758.2,759.1,0.8,74,Wind blowing from the north-east,3,,,100%., ,,,13.9,17.2,,,1000-1500,,,16,9.4,,,,,,
06.05.2018 17:00,15,757.4,758.3,-1.1,62,Wind blowing from the north-east,6,,,100%., ,,,,,,,1000-1500,,,16,7.8,,,,,,
06.05.2018 14:00,16.7,758.5,759.4,-2,62,Wind blowing from the north-east,6,,,100%., ,,,15,17.8,,,1000-1500,,,16,9.4,,,,,,
06.05.2018 11:00,16.1,760.5,761.5,-1.3,67,Wind blowing from the east-northeast,4,,,100%., ,,,,,,,1000-1500,,,16,10,,,,,,
06.05.2018 08:00,15.6,761.8,762.7,0,65,Wind blowing from the east-northeast,4,,,100%., ,,,15,24.4,,,1000-1500,,,16,8.9,,,,,,
06.05.2018 05:00,17.8,761.8,762.7,-0.7,54,"Calm, no wind",0,,,100%., ,,,,,,,2000-2500,,,16,8.3,,,,,,
06.05.2018 02:00,17.8,762.5,763.4,-0.8,58,Wind blowing from the south,4,,,70 – 80%., ,,,16.1,22.2,,,"2500 or more, or no clouds.",,,16,9.4,Trace of precipitation,6,,,,
05.05.2018 23:00,18.3,763.3,764.2,0.6,56,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,9.4,Trace of precipitation,3,,,,
05.05.2018 20:00,19.4,762.7,763.6,0.2,44,Wind blowing from the south,4,,,70 – 80%., ,,,16.1,23.9,,,"2500 or more, or no clouds.",,,16,6.7,,,,,,
05.05.2018 17:00,21.7,762.5,763.4,-0.2,31,Wind blowing from the south,7,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
05.05.2018 14:00,23.3,762.7,763.7,-0.6,25,Wind blowing from the north-west,2,,,70 – 80%., ,,,16.1,23.3,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
05.05.2018 11:00,18.3,763.3,764.2,1.1,42,Wind blowing from the north-west,6,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,5,,,,,,
05.05.2018 08:00,16.1,762.2,763.3,2,48,Wind blowing from the north-northwest,7,,,70 – 80%., ,,,16.1,28.9,,,"2500 or more, or no clouds.",,,16,5,,,,,,
05.05.2018 05:00,18.3,760.2,761.1,2.6,37,Wind blowing from the north-northwest,8,12,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.3,,,,,,
05.05.2018 02:00,22.2,757.6,758.8,2,38,Wind blowing from the north-west,10,12,,70 – 80%., ,,,20,28.3,,,"2500 or more, or no clouds.",,,16,7.2,,,,,,
04.05.2018 23:00,27.2,755.6,756.5,0.7,49,Wind blowing from the south-west,7,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,15.6,,,,,,
04.05.2018 20:00,25.6,754.9,755.8,-1.2,50,Wind blowing from the south,5,,,70 – 80%., ,,,20,28.9,,,1000-1500,,,16,14.4,,,,,,
04.05.2018 17:00,27.2,756.1,757.1,-1.8,44,Wind blowing from the south,7,11,,70 – 80%., ,,,,,,,1000-1500,,,16,13.9,,,,,,
04.05.2018 14:00,27.2,757.9,759,-1.5,53,Wind blowing from the south-west,6,,,70 – 80%., ,,,21.7,27.2,,,"2500 or more, or no clouds.",,,16,16.7,,,,,,
04.05.2018 11:00,25,759.4,760.4,0,62,Wind blowing from the south-southwest,5,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.2,,,,,,
04.05.2018 08:00,24.4,759.4,760.5,0.5,62,Wind blowing from the west,3,,,50%., ,,,20,,,,"2500 or more, or no clouds.",,,16,16.7,,,,,,
04.05.2018 05:00,22.8,758.9,759.9,-0.5,66,"Calm, no wind",0,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
04.05.2018 02:00,21.1,759.4,760.3,-1.3,73,"Calm, no wind",0,,,70 – 80%., ,,,20.6,25.6,,,"2500 or more, or no clouds.",,,16,16.1,Trace of precipitation,6,,,,
03.05.2018 23:00,23.9,760.7,761.8,0.7,69,"Calm, no wind",0,,,100%., ,,,,,,,2000-2500,,,16,17.8,Trace of precipitation,3,,,,
03.05.2018 20:00,21.7,760,761,2.1,81,Wind blowing from the north-west,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,21.7,33.9,,,1500-2000,,,11,18.3,0.3,6,,,,
03.05.2018 17:00,33.9,757.9,758.9,-1.5,27,Wind blowing from the west-southwest,9,13,,70 – 80%., ,,,,,,,1500-2000,,,16,12.2,,,,,,
03.05.2018 14:00,32.8,759.4,760.3,-1.3,30,Wind blowing from the west-southwest,6,10,,70 – 80%., ,,,23.9,32.8,,,1000-1500,,,16,12.8,,,,,,
03.05.2018 11:00,29.4,760.7,761.8,-0.5,31,Wind blowing from the south-west,7,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,10.6,,,,,,
03.05.2018 08:00,23.9,761.2,762.3,0.7,34,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,21.7,32.2,,,"2500 or more, or no clouds.",,,16,7.2,,,,,,
03.05.2018 05:00,22.8,760.5,761.5,0,33,Wind blowing from the south-west,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,5.6,,,,,,
03.05.2018 02:00,24.4,760.5,761.3,0,27,Wind blowing from the south-southwest,3,,,50%., ,,,18.3,29.4,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
02.05.2018 23:00,27.2,760.5,761.5,0.8,24,Wind blowing from the south-west,6,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,5,,,,,,
02.05.2018 20:00,29.4,759.7,760.8,-0.3,19,Wind blowing from the south-west,5,10,,70 – 80%., ,,,18.3,32.2,,,"2500 or more, or no clouds.",,,16,3.3,,,,,,
02.05.2018 17:00,31.7,760,760.9,-1.5,12,Wind blowing from the west-southwest,10,14,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
02.05.2018 14:00,31.1,761.5,762.5,-1.2,15,Wind blowing from the south-west,9,11,,70 – 80%., ,,,21.1,31.1,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
02.05.2018 11:00,27.8,762.7,763.8,-0.6,18,Wind blowing from the west-southwest,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.7,,,,,,
02.05.2018 08:00,21.1,763.3,764.3,0.8,28,Wind blowing from the south-west,3,,,20–30%., ,,,18.3,27.8,,,"2500 or more, or no clouds.",,,16,1.7,,,,,,
02.05.2018 05:00,19.4,762.5,763.6,0.3,30,Wind blowing from the south-west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
02.05.2018 02:00,21.1,762.2,763.1,0.2,27,Wind blowing from the south-west,5,,,20–30%., ,,,,23.9,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
01.05.2018 23:00,22.8,762,763,0.5,25,Wind blowing from the south-west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.7,,,,,,
01.05.2018 20:00,23.3,761.5,762.4,0.6,26,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,10.6,27.8,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
01.05.2018 17:00,27.2,760.9,761.9,-0.9,12,Wind blowing from the west-northwest,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
01.05.2018 14:00,22.8,761.8,762.7,-0.9,18,Wind blowing from the north-northwest,5,,,20–30%., ,,,9.4,22.8,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
01.05.2018 11:00,18.3,762.7,763.6,0,26,Wind blowing from the north-west,4,,,no clouds, ,,,,,,,,,,16,-1.7,,,,,,
01.05.2018 08:00,12.2,762.7,763.8,0.9,47,Wind blowing from the north-west,3,,,20–30%., ,,,10,12.2,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
01.05.2018 05:00,11.1,761.8,762.7,0,55,Wind blowing from the west-southwest,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
01.05.2018 02:00,10.6,761.8,762.6,0,52,Wind blowing from the west,5,,,70 – 80%., ,,,,11.1,,,"2500 or more, or no clouds.",,,16,1.1,Trace of precipitation,6,,,,
30.04.2018 23:00,10.6,761.8,762.6,0.3,64,Wind blowing from the north-west,3,,,70 – 80%., ,,,,,,,1500-2000,,,16,3.9,Trace of precipitation,3,,,,
30.04.2018 20:00,10,761.5,762.4,1,63,Wind blowing from the north,4,,,100%., ,,,,11.1,,,2000-2500,,,16,3.3,Trace of precipitation,6,,,,
30.04.2018 17:00,10,760.5,761.5,0,63,Wind blowing from the north-west,11,16,,100%., ,,,,,,,1500-2000,,,16,3.3,Trace of precipitation,3,,,,
30.04.2018 14:00,9.4,760.5,761.5,-1,56,Wind blowing from the west-northwest,8,,,100%., ,,,,10.6,,,1000-1500,,,16,1.1,Trace of precipitation,6,,,,
30.04.2018 11:00,8.9,761.5,762.4,0,52,Wind blowing from the west-northwest,11,14,,100%., ,,,,,,,1000-1500,,,16,-0.6,,,,,,
30.04.2018 08:00,9.4,761.5,762.4,0.6,41,Wind blowing from the west,5,,,70 – 80%., ,,,8.3,,,,1500-2000,,,16,-3.3,Trace of precipitation,6,,,,
30.04.2018 05:00,9.4,760.9,761.9,0,44,Wind blowing from the west,4,,,70 – 80%., ,,,,,,,1500-2000,,,16,-2.2,,,,,,
30.04.2018 02:00,10,760.9,761.9,-0.9,43,Wind blowing from the west-northwest,6,,,50%., ,,,8.9,12.8,,,1500-2000,,,16,-2.2,,,,,,
29.04.2018 23:00,9.4,761.8,762.7,1.3,55,Wind blowing from the west-northwest,6,,,70 – 80%., ,,,,,,,1500-2000,,,16,0.6,,,,,,
29.04.2018 20:00,10,760.5,761.4,1.6,52,Wind blowing from the north-west,10,13,,50%., ,,,10,14.4,,,1000-1500,,,16,0.6,,,,,,
29.04.2018 17:00,12.2,758.9,760,0.2,47,Wind blowing from the north-west,10,,,70 – 80%., ,,,,,,,1500-2000,,,16,1.1,,,,,,
29.04.2018 14:00,13.9,758.7,759.7,-0.5,37,Wind blowing from the west-northwest,8,11,,70 – 80%., ,,,10,13.9,,,1500-2000,,,16,-0.6,,,,,,
29.04.2018 11:00,11.7,759.2,760,1.3,55,Wind blowing from the north-west,7,,,70 – 80%., ,,,,,,,1000-1500,,,16,2.8,,,,,,
29.04.2018 08:00,10,757.9,759,1,71,Wind blowing from the west-northwest,6,,,70 – 80%., ,,,10,18.9,,,600-1000,,,16,5,3,6,,,,
29.04.2018 05:00,11.7,756.9,757.9,0,83,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,16,8.9,3,3,,,,
29.04.2018 02:00,12.2,756.9,757.9,-0.3,87,Wind blowing from the north-east,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,10.6,16.1,,,2000-2500,,,16,10,3,6,,,,
28.04.2018 23:00,12.2,757.2,758.2,1.1,83,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,1000-1500,,,11,9.4,0.8,3,,,,
28.04.2018 20:00,15.6,756.1,757.2,0.9,70,Wind blowing from the west,7,11,,70 – 80%., ,,,10.6,18.9,,,300-600,,,16,10,,,,,,
28.04.2018 17:00,18.3,755.2,756.1,-1.2,49,Wind blowing from the south-southeast,7,,,20–30%., ,,,,,,,600-1000,,,16,7.2,,,,,,
